undergraduate_gpa,self_reported_gpa,first_review_exp,first_review_sop,first_review_gpa,first_review_lor,second_review_exp,second_review_sop,second_review_gpa,distance_to_campus,program_length,response,academic_condition,age,90041_mi,91601_mi,92122_mi,94607_mi,last_60_90_gpa,graduate_gpa,second_review_lor,sip_score,time_to_finish_application,decision_wait_time,response_time,billing_country_United States,billing_country_blank,ethnicity_Arab/Middle Eastern,ethnicity_Asian/Pacific Islander,ethnicity_Caucasian,ethnicity_Latino/a,ethnicity_Multi-Ethnic,ethnicity_Native American,ethnicity_Unknown,ethnicity_blank,gender_Female,gender_Other,gender_blank,first_generation_Yes,first_generation_blank,campus___cleaned_Orange County Academic Center,campus___cleaned_San Diego Academic Center,campus___cleaned_University Park Campus,campus___cleaned_Virtual Academic Center,campus___cleaned_blank,residency_International,residency_Non Resident,residency_Other,residency_Permanent US Resident,residency_Temporary US Resident,residency_US Citizen,residency_blank,deposit_received_True,temperature_Cold,temperature_Hot,temperature_No Contact,temperature_Warm
3.7,3.21,4,4.0,5.0,4.0,3,4.0,4,964.4846551,4.0,0,0,27,957.9964677000002,954.1304411,1056.40679,682.0117512,2.88,3.67,3.0,0,4.0,55.0,117.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.71,3.21,2,3.0,5.0,3.0,3,4.0,5,8.621752128999999,4.0,0,0,39,14.50959856,19.22785219,93.77518579,353.3873208,2.88,3.67,4.0,0,69.0,11.0,189.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.71,3.71,5,5.0,5.0,5.0,3,4.0,4,349.7674838,4.0,0,0,26,347.52025269999996,339.4775561,452.06435589999995,10.73616577,2.88,3.67,3.0,0,0.0,63.0,55.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.71,3.21,4,5.0,5.0,4.0,3,4.0,4,47.27109214,4.0,0,0,27,48.71538149,57.01306738,57.72381435,390.9985104,2.88,3.67,3.0,0,0.0,85.0,18.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.72,3.21,4,5.0,5.0,5.0,3,4.0,4,14.80802114,4.0,0,0,36,8.827308536,18.76544321,99.2912897,349.499639,2.88,3.67,3.0,0,8.0,63.0,19.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.72,3.21,3,5.0,4.0,5.0,4,3.0,5,1742.0704719999999,4.0,0,0,27,1734.074216,1741.870645,1724.160896,1847.80023,2.88,3.67,5.0,0,47.0,4.0,13.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.72,3.66,3,2.8571428571428568,5.0,8.333333333333334,3,2.8571428571428568,4,319.0366651,4.0,0,0,24,7800.0,7800.0,7800.0,7800.0,2.88,3.67,5.0,0,81.0,69.0,28.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.72,3.21,5,5.0,5.0,4.0,3,5.0,4,3.858054837,4.0,0,0,31,5.382392971,8.846598201,104.1078368,343.21484639999994,2.88,3.67,4.0,0,78.0,54.0,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.73,3.21,4,4.0,5.0,4.0,3,4.0,4,15.93428798,3.0,0,0,27,18.35173631,8.604220477,117.6914788,329.50226739999994,2.88,3.67,3.0,0,33.0,29.0,13.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.73,3.21,5,5.0,5.0,4.0,5,4.0,5,2247.6584420000004,4.0,0,0,26,2239.864936,2247.916507,2224.648173,2360.082146,2.88,3.67,5.0,0,1.0,72.0,26.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.73,3.21,4,4.0,5.0,5.0,4,4.0,5,319.0366651,4.0,0,0,26,7800.0,7800.0,7800.0,7800.0,2.88,3.67,5.0,0,16.0,47.0,20.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.73,3.72,4,5.0,5.0,5.0,3,4.0,4,350.62798369999996,4.0,0,0,24,347.93283239999994,340.20104110000005,453.0220688,9.915984275,2.88,3.67,3.0,0,4.0,141.0,15.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.73,3.21,4,5.0,5.0,4.0,3,4.0,5,370.7153027,4.0,0,0,25,368.1171548,360.3171353,473.10477510000004,26.25646075,2.88,3.67,5.0,0,5.0,27.0,14.0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.73,3.74,4,5.0,5.0,3.0,3,4.0,4,1810.7104570000001,3.0,0,0,25,1802.714129,1810.5096879999999,1792.6777829999999,1915.262863,2.88,3.67,3.0,0,3.0,63.0,27.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.73,3.21,3,5.0,5.0,5.0,3,5.0,5,6.66062576,4.0,0,0,26,2.822318343,10.35089207,103.5792697,344.0086468,2.88,3.67,4.0,0,0.0,31.0,14.0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.74,3.21,3,5.0,5.0,5.0,3,4.0,4,812.203398,4.0,0,0,26,806.1909613,801.6852822000001,907.0646587000001,519.0149051,2.88,3.67,3.0,0,6.0,59.0,19.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.74,3.21,4,2.8571428571428568,5.0,6.666666666666666,4,2.8571428571428568,5,319.0366651,4.0,0,0,22,7800.0,7800.0,7800.0,7800.0,2.88,3.67,6.666666666666666,0,2.0,197.0,76.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3.74,3.21,4,5.0,5.0,5.0,3,4.0,4,970.5876402000001,3.0,0,0,29,964.1709919,960.204291,1062.9705900000001,685.4149122,2.88,3.67,3.0,0,90.0,-4.0,13.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3.15,3.12,4,5.0,3.0,5.0,3,2.8571428571428568,4,26.17759349,4.0,0,0,23,27.65827807,35.76762193,77.97109369,369.885904,2.88,3.67,5.0,0,0.0,60.0,20.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3.74,3.21,4,4.0,5.0,4.0,3,4.0,4,379.6462288,4.0,0,0,27,374.7352308,384.53693880000003,324.5120457,658.1723272999999,2.88,3.67,3.0,0,0.0,105.0,83.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.74,3.74,3,4.0,5.0,5.0,3,4.0,4,319.0366651,4.0,0,0,22,19.35594974,19.04341626,110.89167590000001,346.491448,2.88,3.67,3.0,0,27.0,34.0,25.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.19,3.18,5,5.0,3.0,3.333333333333333,3,2.8571428571428568,4,20.24912712,4.0,1,0,27,19.42259172,28.44573173,86.85342625,361.5824949,2.88,3.67,5.0,0,5.0,17.0,1.0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3.75,3.75,4,5.0,5.0,5.0,3,4.0,4,2327.8844879999997,4.0,0,0,23,2323.288053,2333.133969,2260.313321,2575.547141,2.88,3.67,3.0,0,16.0,53.0,19.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.75,3.75,3,4.0,5.0,5.0,3,4.0,4,2291.668527,4.0,0,0,24,2283.570239,2291.217131,2275.289964,2382.253546,2.88,3.67,3.0,0,10.0,40.0,34.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.75,3.21,2,5.0,5.0,5.0,3,4.0,4,46.37009752,4.0,0,0,28,47.96640843,56.17588192,58.24232319,390.2502007,2.88,3.67,3.0,0,0.0,49.0,20.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.75,3.21,2,4.0,5.0,5.0,3,4.0,5,1741.8929850000002,4.0,0,0,26,1733.945673,1741.8079089999999,1722.8988559999998,1851.025969,2.88,3.67,5.0,0,18.0,65.0,35.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.75,3.75,5,3.5714285714285716,5.0,6.666666666666666,3,2.8571428571428568,4,8.136592244,4.0,0,0,24,15.93685519,11.5758904,106.5079085,340.81721769999996,2.88,3.67,5.0,0,32.0,35.0,20.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.76,3.62,5,5.0,5.0,5.0,3,4.0,4,39.84156482,4.0,0,0,22,37.34009147,47.08001635,76.30733159,376.6724872,2.88,3.67,3.0,0,26.0,14.0,34.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.76,3.21,3,5.0,5.0,5.0,3,4.0,4,37.55193408,4.0,0,0,27,31.46192287,41.19242364,92.82486704,363.08394930000003,2.88,3.67,3.0,0,67.0,35.0,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.26,3.59,4,5.0,3.0,5.0,3,2.8571428571428568,4,60.96475698,4.0,1,0,27,54.96175834,64.60485552,91.23229486,378.3974508,2.88,3.67,5.0,0,20.0,21.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3.76,3.76,3,2.8571428571428568,5.0,8.333333333333334,3,2.8571428571428568,4,10.75159875,4.0,0,0,23,8.468800007999999,1.8490271219999999,112.3863364,334.98231960000004,2.88,3.67,5.0,0,0.0,56.0,62.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.26,3.25,4,5.0,3.0,5.0,3,2.8571428571428568,4,17.80452456,4.0,1,0,24,14.04122535,23.80386,93.71410471,355.25967710000003,2.88,3.67,5.0,0,0.0,25.0,13.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3.26,3.61,5,5.0,4.0,5.0,3,2.8571428571428568,4,20.2791885,4.0,0,0,33,21.69857533,11.76119015,122.1744857,325.0189973,2.88,3.67,5.0,0,15.0,10.0,13.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3.76,3.73,5,3.5714285714285716,5.0,6.666666666666666,3,2.8571428571428568,4,2385.7982,4.0,0,0,25,2378.115334,2386.294518,2360.4018260000003,2503.874834,2.88,3.67,5.0,0,38.0,27.0,35.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.76,3.76,4,4.0,5.0,4.0,3,4.0,4,1738.746951,4.0,0,0,21,1730.5121190000002,1737.953516,1726.4873420000001,1826.709757,2.88,3.67,3.0,0,0.0,38.0,9.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3.76,3.76,3,4.0,5.0,5.0,3,4.0,4,319.0366651,4.0,0,0,25,7800.0,7800.0,7800.0,7800.0,2.88,3.67,3.0,0,2.0,113.0,13.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.28,3.28,5,4.285714285714286,3.0,5.0,3,2.8571428571428568,4,36.56836085,4.0,1,0,28,27.80276049,29.87340858,125.9886922,327.1618147,2.88,3.67,5.0,0,0.0,16.0,1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3.76,3.21,3,5.0,5.0,5.0,3,5.0,5,1903.2860690000002,4.0,0,0,26,1897.217522,1906.60618,1852.7887629999998,2105.0753870000003,2.88,3.67,5.0,0,6.0,78.0,20.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.77,3.8,4,5.0,4.0,4.0,3,4.0,4,114.5277642,3.0,0,0,62,117.24257790000001,124.8692159,13.17472015,459.27497360000007,2.88,3.67,3.0,0,16.0,27.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.77,3.21,3,4.0,5.0,3.0,3,4.0,5,2170.654349,4.0,0,0,27,2163.721384,2172.5898230000003,2132.253804,2332.252102,2.88,3.67,5.0,0,31.0,27.0,28.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.77,3.82,4,3.5714285714285716,5.0,6.666666666666666,3,2.8571428571428568,4,3.179077153,4.0,0,0,50,10.1414694,8.466996013,105.2593416,341.89113019999996,2.88,3.67,5.0,0,10.0,58.0,14.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.77,3.21,3,5.0,5.0,4.0,4,5.0,5,961.7547721000001,4.0,0,0,26,955.3303893,951.3746050000001,1054.09536,677.1145995,2.88,3.67,4.0,0,68.0,48.0,35.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.77,3.21,3,5.0,5.0,4.0,3,5.0,5,319.0366651,4.0,0,0,24,7800.0,7800.0,7800.0,7800.0,2.88,3.67,4.0,0,0.0,39.0,13.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.77,3.77,5,5.0,5.0,5.0,3,4.0,4,20.2791885,4.0,0,0,23,21.69857533,11.76119015,122.1744857,325.0189973,2.88,3.67,3.0,0,0.0,56.0,25.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3.78,3.21,3,5.0,5.0,5.0,3,4.0,4,100.85046949999999,4.0,0,0,40,102.0775395,110.60596809999998,22.40796227,444.09194119999995,2.88,3.67,3.0,0,4.0,46.0,12.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3.32,3.46,3,2.8571428571428568,4.0,6.666666666666666,3,2.8571428571428568,4,3.179077153,6.0,1,0,31,10.1414694,8.466996013,105.2593416,341.89113019999996,2.88,3.67,5.0,0,190.0,-194.0,207.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3.78,3.21,4,4.0,5.0,3.0,4,5.0,5,1743.9126789999998,8.0,0,0,31,1735.841602,1743.5330969999998,1727.7028260000002,1844.254043,2.88,3.67,5.0,0,0.0,92.0,27.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.32,3.29,4,5.0,3.0,5.0,3,2.8571428571428568,4,35.52847907,4.0,1,0,30,30.95938968,40.898552200000005,86.57061124,367.26539160000004,2.88,3.67,5.0,0,0.0,26.0,1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3.78,3.78,3,5.0,5.0,5.0,3,4.0,4,319.0366651,4.0,0,0,23,19.35594974,19.04341626,110.89167590000001,346.491448,2.88,3.67,3.0,0,9.0,60.0,16.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.34,3.34,5,4.285714285714286,3.0,5.0,3,2.8571428571428568,4,9.181178911,4.0,1,0,30,0.0,9.939640734,105.55357240000002,342.285209,2.88,3.67,5.0,0,368.0,62.0,11.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3.78,3.78,3,2.8571428571428568,5.0,8.333333333333334,3,2.8571428571428568,4,2456.265431,4.0,0,0,24,2448.437568,2456.4461,2433.743564,2564.2724670000002,2.88,3.67,5.0,0,8.0,38.0,6.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.79,3.21,2,5.0,5.0,5.0,2,5.0,5,308.04123960000004,4.0,0,0,25,305.663354,297.70538910000005,410.3931018,36.90823598,2.88,3.67,5.0,0,2.0,66.0,35.0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.37,3.38,5,5.0,3.0,5.0,3,2.8571428571428568,4,6.448481838999999,4.0,1,0,44,6.322839994,13.67160544,99.76073677,347.7523931,2.88,3.67,5.0,0,2.0,18.0,13.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3.79,3.21,3,5.0,5.0,4.0,3,5.0,5,319.0366651,4.0,0,0,29,7800.0,7800.0,7800.0,7800.0,2.88,3.67,4.0,0,152.0,27.0,27.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.79,3.79,2,2.0,5.0,4.0,3,4.0,4,975.9911685000001,4.0,0,0,24,969.5069142000001,965.6351601,1067.9294710000001,693.0282778,2.88,3.67,3.0,0,8.0,99.0,130.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.39,3.4,5,4.285714285714286,3.0,5.0,3,2.8571428571428568,4,8.451587003,4.0,1,0,44,1.495572853,10.85837815,104.08523709999999,343.70494289999993,2.88,3.67,5.0,0,-1.0,42.0,17.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3.4,3.4,4,5.0,3.0,5.0,3,2.8571428571428568,4,20.61627984,6.0,1,0,29,17.22016135,26.97113694,91.13997092,358.195863,2.88,3.67,5.0,0,16.0,25.0,2.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3.4,3.47,4,5.0,3.0,5.0,3,2.8571428571428568,4,8.982132443,4.0,0,0,25,17.36509617,19.20945233,95.49344945,351.75837210000003,2.88,3.67,5.0,5,13.0,17.0,124.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3.8,3.21,4,4.0,5.0,4.0,3,4.0,4,1797.1939989999998,3.0,0,0,27,1788.6035789999999,1795.3682850000002,1794.756575,1852.0883609999998,2.88,3.67,3.0,0,46.0,15.0,13.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.8,3.45,5,3.5714285714285716,4.0,5.0,3,2.8571428571428568,4,328.10567860000003,4.0,0,0,22,325.4515202,317.688673,430.4994771000001,17.88147881,2.88,3.67,5.0,0,11.0,14.0,12.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3.41,3.41,5,5.0,3.0,5.0,3,2.8571428571428568,4,344.2546046,4.0,0,0,29,341.98848439999995,333.95798260000004,446.5606942,8.646810138,2.88,3.67,5.0,0,27.0,6.0,13.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3.8,3.8,5,4.0,5.0,5.0,3,4.0,4,8.017445665,4.0,0,0,41,8.12110308,15.87566977,97.648077,349.9176664,2.88,3.67,3.0,0,7.0,70.0,11.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.43,3.03,5,5.0,3.0,5.0,3,2.8571428571428568,4,3.5899852269999997,4.0,0,0,30,12.75896926,12.64575307,101.6982341,345.4712394,2.88,3.67,5.0,0,0.0,16.0,63.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3.44,3.44,4,4.285714285714286,5.0,5.0,3,2.8571428571428568,4,22.62154721,4.0,1,0,24,26.91942879,17.50127827,121.46961470000001,326.38391980000006,2.88,3.93,5.0,0,14.0,42.0,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3.49,3.5,3,5.0,5.0,5.0,3,2.8571428571428568,4,319.0366651,4.0,0,0,31,822.588764,826.441366,927.003138,998.731859,2.88,4.0,5.0,0,1.0,48.0,81.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3.81,3.81,3,3.0,5.0,4.0,2,3.0,5,3.505026097,4.0,0,0,22,11.93512133,10.42699805,104.0221887,343.1387321,2.88,3.67,5.0,0,24.0,93.0,35.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3.5,3.49,4,5.0,4.0,5.0,3,2.8571428571428568,4,1810.377595,4.0,1,0,22,1804.2748579999998,1813.6476710000002,1760.4565510000002,2011.8518530000001,2.88,3.67,5.0,0,3.0,19.0,6.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3.82,3.82,3,5.0,5.0,5.0,3,4.0,4,102.3941187,4.0,0,0,23,105.55357240000002,112.8522666,0.0,447.14947390000003,2.88,3.67,3.0,0,10.0,42.0,56.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.82,3.82,3,5.0,5.0,4.0,3,4.0,4,2481.8384149999997,4.0,0,0,24,2473.974391,2481.9378920000004,2460.051208,2587.169829,2.88,3.67,3.0,0,0.0,51.0,40.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.51,3.32,5,4.285714285714286,4.0,5.0,3,2.8571428571428568,4,342.3024538,4.0,0,0,25,339.3543527,331.8089798,444.6609298,18.07585912,2.88,3.67,5.0,0,4.0,29.0,25.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3.51,3.5,5,4.285714285714286,4.0,3.333333333333333,3,2.8571428571428568,4,15.44190582,4.0,1,0,41,6.277495233,13.99385621,107.56181740000001,341.2984586,2.88,3.67,5.0,0,3.0,23.0,28.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3.82,3.21,3,4.0,5.0,4.0,3,4.0,4,6.336831072000001,3.0,1,0,33,13.36920941,9.144675422,106.9278315,340.26636,2.88,3.67,3.0,0,43.0,31.0,13.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.82,3.8,5,2.8571428571428568,5.0,8.333333333333334,3,2.8571428571428568,4,319.0366651,4.0,0,0,24,7800.0,7800.0,7800.0,7800.0,2.88,3.67,5.0,0,101.0,48.0,5.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.53,3.53,4,5.0,4.0,3.333333333333333,3,2.8571428571428568,4,8.732239274,6.0,1,0,27,11.41948449,18.19064208,94.81711616,352.5569137,2.88,3.67,5.0,0,8.0,17.0,13.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3.82,3.82,3,4.0,5.0,5.0,3,4.0,4,99.54314979,4.0,0,0,26,101.9930363,109.7887669,8.905065962,444.1718582,2.88,3.67,3.0,0,41.0,57.0,61.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.83,3.21,4,4.0,5.0,4.0,3,4.0,4,386.6471369,4.0,0,0,28,383.9559832,376.22338260000004,489.04123539999995,42.59469398,2.88,3.67,3.0,0,0.0,63.0,30.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.53,3.53,4,4.285714285714286,4.0,5.0,3,2.8571428571428568,4,319.0366651,4.0,1,0,23,822.588764,826.441366,927.003138,998.731859,2.88,3.67,5.0,0,0.0,27.0,116.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3.83,3.84,3,4.0,5.0,5.0,3,4.0,4,1742.0823690000002,3.0,0,0,25,1734.006971,1741.692262,1725.97605,1842.141114,2.88,3.67,3.0,0,0.0,61.0,28.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.83,3.83,3,5.0,5.0,5.0,3,4.0,4,928.3701947000001,3.0,0,0,25,922.1810293,917.9049422,1022.1686789999999,636.8365239,2.88,3.67,3.0,0,3.0,56.0,48.0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.56,3.56,3,5.0,4.0,5.0,3,2.8571428571428568,4,368.3382315,4.0,0,0,28,365.3664487,357.84045330000004,470.69162120000004,30.40593469,2.88,3.67,5.0,0,0.0,16.0,75.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3.56,3.55,3,5.0,4.0,5.0,3,2.8571428571428568,4,138.70259840000003,4.0,1,0,24,132.8370957,128.1982117,236.18132180000003,226.3136418,2.88,3.67,5.0,0,0.0,21.0,7.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
